rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,travelDate
5,Nice friendly service. Enjoy your meal. Come again. Dinner was delicious promptly with 4 dishes and children absolutely ok,Beautiful summer evening in Gdansk,,,17jenss,2024-05
5,"Very tasty food.
Steak with pepper sauce excellent 
Delicious piping hot fries
Super nice service by Nikola
Very nice, a super hostess, Nikola knows what hospitality means!! 
A winner for this restaurant 
Nikola deserves a grade 10","If you are in Gdansk, eat there!","Haarlem, The Netherlands",Haarlem,Gertv99,2024-05
5,"Everything was very tasty and quickly prepared! For which we are very grateful to the kitchen, but apart from the food and the nice atmosphere of this place, I would also like to thank dear Mrs. Helena for her professional service and nice smile! 
I highly recommend it and thank you very much again ❤️",you are great!!,"Lviv Oblast, Ukraine",Lviv Oblast,tatianabH5693RP,2024-05
5,"Great athmosphare. Very good food and superb service by Helena. 

She was friendy, serviceminded and attentive without being «to mush». Thumbs up!",Just the lunch we needed. Thank you Helena.,"Molde, Norway",Molde,Silje_Oie,2024-05
5,Very nice breakfast and great service from Helena! Restaurant is right by the river with lovely views of the local area.,Great Restaurant!,,,l0uidl,2024-05
5,Very fast service with fabiulas quality of the food. The staff were very kind and especially Olga was  amazing and freindly.,Amazing,,,D2780JUahmedk,2024-05
5,"Very good food with excellent scenery. The staff were very warm and friendly with swift service. The prices were not extortionate either. Nicole, in particular, was excellent.",Good food and five star service,,,joshuaaB8657MP,2024-05
5,"Excellent food, funky cocktails and service with a great view. We were served by Helena who was great……………………………………..",Great restaurant,"Derbyshire, United Kingdom",Derbyshire,HardySJ,2024-05
5,"Breakfast was really great! Salmon toast with egg. Perfect. Olga who was the waitress did perfect job! She was helpful, nice and very professional.",Great breakfast.,"Jurata, Poland",Jurata,grzegorzf625,2024-05
5,If you want American style food this is the place to go. Spa ribs where the meat just falls of the bone buffalo wings and onion rings are great starters. Great service by Nicole who knew when to serve and when to let us be,Spareribs to die for :-),"Glostrup, Denmark",Glostrup,emilc238,2024-05
5,Good food nice atmosphere good music very nice diner style and my waitress  Kinga delivered really good service fast and very polite !!,Great experience,,,E9828RQrobinp,2024-05
5,"The last visit to the restaurant was extremely successful. The breakfast I ordered was not only tasty, but also beautifully presented. Freshly baked bread and juicy fruit were the perfect start to the day.

I would also like to thank the waitress Laura who made the whole experience even more enjoyable. Her professionalism, smile and kindness made me feel really special. Thank you, Laura, for your great service! I will definitely come back here again.",Breakfast in the restaurant,,,916zuzannab,2024-05
5,"Mrs. Helena from the service is fantastic.  Polite, helpful and always smiling. The service is fast and professional. I will definitely come back!

---",Great service!,,,FarAway800639,2024-05
5,"We had Kuba as our serviter, he was very good and kind and the food was very good and nice view. Would defintily recommend. 11/10",Yummy,,,477malinm,2024-05
5,"Visiting this restaurant was a real treat, largely due to our wonderful waiter, Nicole. Her enthusiasm and professionalism shone through from the moment we were seated. Nicole had a great knack for suggesting the perfect dishes and was very knowledgeable about the menu. Her attentive service didn't miss a beat, making our dining experience both enjoyable and relaxing. The café itself offers a charming atmosphere, and with staff like Nicole, it's definitely a place I'll be returning to soon!","Visiting this restaurant was a real treat, largely due to our wonderful waiter, Nicole.",,,F1798TM_,2024-05
5,"Nicole is the best!!
Nice restaurant on the side of river with fine view on the old town.
Delicious burgers and good bear.",Nicole is the best!,,,_ksenia_kseniar,2024-05
5,"I had a delightful experience at this café, thanks in large part to Nicole, our exceptionally attentive and cheerful waiter. From the moment we walked in, Nicole made us feel welcomed with her warm greeting and helpful recommendations. She was quick to ensure our drinks were always topped up and that our meals were exactly as we wanted. Her service was a perfect complement to the café's cozy ambiance and delicious food. Highly recommend a visit!",Siarhey,Belarus,Belarus,Go41843860771,2024-05
5,"Tasty burgers and good beer. Nice view on the Gdańsk old town. 
Nicole is the best and the cutest waiter, very fast service",Fine burger place,"Warsaw, Poland",Warsaw,B6606FH_,2024-05
5,"Kinga was very Nice and the food was good! I had pancakes and the others had eggs, everyone was very happy. Our server Kinga also made the experience much better!",Food and service,,,kined2024,2024-05
5,"Excellent food and atmosphere. Nicole took great care of us.  We had drinks, burgers, shakes and salads -- all good. Happy to recommend.",Scenic and relaxing,"Wooster, Ohio",Wooster,RCG524,2024-05
3,Very good food and service. Delicious burgers and sweet potato fries. The waitress Nikola was very professional and nice ☺️ I recommend it,I recommend,,,mariolao544,2024-05
5,Pit stop for a beer. The server Nicole was verry nice and made it a good visit. ☺️  She was honset when we asked questions and we got a good exsperience of it.,Service was good,,,annemR8255QH,2024-05
5,"The service from Kuba was really nice, he was attentive and kind. Also I told him that the BBQ Burger was fantastic, he said this is his second best because the Rockefeller one is his first, but I really doubt it, it’s really difficult to beat the BBQ Burger taste! I recommend this place 100%!",Nice service and really good Burgers,"L'Espluga de Francoli, Spain",L'Espluga de Francoli,eduardm906,2024-05
5,"Mrs. Natalia is a very nice, nice and cheerful person. She served me and my friend very well, the food was delicious, beautiful views and overall 10/10",Billys awesome,,,grzegorzsV7163XV,2024-05
5,"Amazing breakfast and service. 
The waiter Kamil was attentive, pleasant, very professional and nice to the children.",Great,,,A6218LBdanield,2024-05
5,"Delicious, unique food (especially American ribs😀), nice atmosphere, professional and friendly service by Mrs. Kinga.",Delicious dinner at Billy's,,,andzelikam2019,2024-05
5,"We are very pleased with the service provided by the waiter Kuba - he took care of us 100%! Moreover, the food was delicious and met our expectations - we will definitely come back!",Great place for a date!,,,JulaCzapa,2024-05
5,"Great food and service! Laura our waitress was the best!!! I ate California steak and it was delicious. The service was outstanding, our waitress was very nice.",Great experience,,,agnieszkan614,2024-05
5,"I recommend it, the food is delicious. Large portions, everything fits together perfectly. Cozy place. Mr. Kuba is professional and very nice ;) We will definitely come back!",I recommend :),,,klaudiaj851,2024-05
5,"We Get A very good service from Alan. We eat hamburgere.  The  food and Drinks was very good.  We will coming back, when we are In Gdansk",Good service and food,,,s_lvig,2024-05
4,"Good burgers, with especially good bread and good fries! A little disinterested staff, but about what you can expect from a restaurant of this type. ",Very good hamburger bread!,"Vemdalen, Sweden",Vemdalen,Eb6991,2024-05
5,"Extremely tasty wings, the rest is also good. I recommend the blueberry lemonade. Very nice service, best regards, Mrs. Nicola.",Great wings,,,piorg,2024-05
5,Fantastic food and perfect Service by Nikola the waitress. Food was like in the 80’s of the USA. There was even some water for a dog,Perfect,,,feniksf2024,2024-05
5,"Food was good. I tried the ribeye steak with French fries.

I was served by Nicole who was helpful in making food choices and provided excellent service. 

The food wait time was very low and so a good overall experience.",Would definitely recommend.,,,zubairk582,2024-05
5,Food was fantastic & our waiter Kuba was very friendly & made our experience fantastic :) As a massive Elvis fan I loved the Elvis statue!,Great restaurant,,,93jacea,2024-05
5,Nikola was the best weitress ever and she was very helpful when me and my partner were searching for something delicious in menu. The food was amazing,10/10,,,C457ZXmagdak,2024-05
5,Nikola was great 😘 Thank You. We came back tomorrow 😘 Everything was tasty. Big portions ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,Waittres Nikola,,,830majaz,2024-05
5,"Very good food, very nice service, beautiful place!! I highly recommend it, I was served by Nikola, a very nice waitress!!!  ❤️","Great, I recommend!!",,,Pioneer64327982399,2024-05
5,"Nikol was a great water, she was always nearby and took our order and even asked if we needed more help. Thank you for a nice help.",Thank you,,,mol889,2024-05
5,"Nicole was very good and gave us the perfect recommendation of what to eat!
Impressive how many languages she can speak 😁",Good service with American standard and prices,,,226yaserk,2024-05
5,"Great place, fast service. All dishes were delicious. Excellent treatment for visitors with animals. The waiter Jakub is very friendly and helpful.
I recommend!",Recommend,,,416aliaksandrs,2024-05
5,"Natalia was our waitress and she was lovely and super professional. I would recommend this place for sure! Also the food was super tasty but a little cold,except that, amazing experience.",Awesome!,,,Wanderer64518305502,2024-04
5,"Great food, very filling burgers, interesting American atmosphere of the restaurant, the waitress Nikola was very nice and helpful :)",Wonderful waitress Nikola and delicious food,,,Dreamer25674763729,2024-05
5,"Perfect place. MRS NIKOLA IS THE BUSINESS CARD OF THIS PLACE. A very nice and wonderful lady. I heartily recommend it, the best burger place in Poland","Mrs. Nikola is a very nice waitress, the dishes are as warm as her words, the atmosphere is as pleasant as her smile",,,247dawids,2024-05
5,"Great food, and lovely service. Our server Nicole was brilliant, very helpful and pleasant. The popcorn on the table was a nice touch.",Lovely breakfast,,,Passenger528827,2024-05
5,"The best spicy ribs we've ever eaten! Perfect! The meat falls perfectly off the bone. Perfectly seasoned, great sauces. Fantastic and professional service from Piotr! This is a professional approach to the client. P.S. We need you in Krakow!!!","Fantastic place, best food!",,,Seaside41229799643,2024-04
5,"Great food, great atmosphere and professional service. The waiter Kuba was fully professional and took care of every detail of our visit.",Stroke,,,I8790UMmateuszp,2024-04
5,"Natalia was great fun and dinner was enjoyable.

Thank you very much for an unforgettable dinner.

ありがとうございました😊
また来ます！",Dinner,,,sn680,2024-03
5,"The food was brilliant - worth the money! Olga served me and she got everything right to the t! Amazing service and value for money, highly recommend and will visit again soon! This place really gives out the American vibe!",Amazing in every way!,,,Dawf123,2024-04
5,"Olga, our waitress for the evening, was fantastic. She was very attentive and friendly, she made our experience here very enjoyable. Super friendly and very easy to deal with. A great asset for her employers.",Restaurant review,,,W7402XFamym,2024-04
5,Brilliant spot! Olga was a great host. The service and atmosphere was great and we would really recommend it to anyone coming to gdansk,Great service,,,ciarag890,2024-04
5,Nicole was very helpful and service minded. The good was very good and the atmosphere of the restaurant was great. I would definitely recommend to go,"Great food, great restaurant",,,simonwE2898IL,2024-04
5,"Our favourite restaurant in town. We come every time when we are in Gdansk. The food is delicious and staff is amazing, especially Nikola. 🫶🏻",Our favourite place in town,"Saffron Walden, United Kingdom",Saffron Walden,ewelina1989t,2024-04
5,"Nicole was very serviceminded and the food was so so good.

The music and the atmosphere was so good so laughed all evning.",Wonderful evening,,,458ayhams,2024-04
5,"Had a lovely dinner with server Nikola. She was frequently checking up on us, super friendly, and made sure we had great service. Was polite and had a smile at all times. Super accommodating. Thank you Nikola!",Great dinner/service,,,jaydenw383,2024-04
5,We had an amazing evening and our waitress Nikola was supernice and always checked in on us if we wanted something more. The food was delicious and also the environment. We both had food and drinks and we can highly recommend the place.,Excellent service,"Norrkoping, Sweden",Norrkoping,olivianesta,2024-04
5,"Delicious ribs and drinks, I also recommend it because of the waiter service - Kuba, thank you for your efforts, we will definitely come back",I recommend,,,P7092CYsylwias,2024-04
5,"We’ve been served by ms Helena. She was kind and helpful. Food, in our case, burgers were delicious, meat tasty and juicy. Highly recommended. We will be back for sure :)",Billy’s Gdansk- highly recommended.,,,Y8533UDjohnm,2024-04
5,Very good location. Interesting decor. Delicious food and very professional service by Helena.,Great place,"Gdansk, Poland",Gdansk,F3836OYpiotrc,2024-04
5,"Great service from Mrs. Helena. I recommend
Very nice place
I have to write a hundred characters 
One hundred characters one hundred characters one hundred characters one hundred characters",Friends,,,arkadiuszs959,2024-03
5,Great food and service from Helene. The drinks were pricy and realet good. We will come back. The restaurant is just by the river,Barbecue burger,,,ceciliaci87,2024-04
5,"Fantastic ribs, really good drinks and wonderful service from Helena. 
Strongly recommend visiting this place during you’re stay in Gdańsk",Wow,"Stockholm, Sweden",Stockholm,Guide24746250111,2024-04
5,10 out of 10. We had a starter and main course. Burgers and bbq spare ribs. It's absolutely delicious!! Recommended for anyone visiting Gdansk 😃,10 out of 10. We had a starter and main course. Burgers and bbq spare ribs. It's absolutely delicious!! Recommended for anyone visiting Gdansk,"Langevag, Norway",Langevag,kennethwO2682TC,2024-04
4,"Great place, lots of people. Which is a bit too loud to be able to talk normally. 
Food very good. I recommend :)",Great place,"Drammen, Norway",Drammen,martinfM4964PG,2024-04
5,We were served by Kuba. Awesome food and service. Interesting restaurant and surely worth eating. My favourite food is Fajitas with chicken.,5 stars,,,Guide61802132317,2024-04
5,"Very nice service, greetings to Nikola 😘, who professionally and gracefully served us delicious ribs 😜🙂🙂🙂🙂",Ribs,,,danieldN5469ZL,2024-04
5,"A great place to meet friends or family, tasty food and, of course, attractive service 😉
I highly recommend this place",🗿💪🏽🍽️👍,,,484kubac,2024-04
5,Great food.  Lovely staff Olga you were super.  Looking forward to the cocktail recommendations.  This place is in such a quality apt right beside the river.   Our first night but not the last.  Thanks,Lovely Olga !!!,"Carrickfergus, United Kingdom",Carrickfergus,einwod,2024-04
5,"We really enjoyed our visit to Billy's and would definitely recommend the food and service. The service in particular made our visit really special and Peter was absolutely incredible; super attentive and helpful - a real credit to the hospitality industry. Thank you Peter for making us feel so welcome in your restaurant, we hope to see you again during our next visit to Gdansk!",Wonderful food with outstanding service!,,,J5886GCandrewt,2024-04
5,Good foot with gluten free options. In an American atmosphere. We came without a reservation on a weekday evening. Thanks to Klaudia for the nice Service.,Gluten free possibilities,,,GrandTour51171790824,2024-04
5,"We were served by a very nice waiter, Kuba, who was very helpful and gave good advice on what to choose. The food and drink were delicious. I highly recommend it 🥰🥰","I highly recommend it, nice staff, especially Mr. Kuba 🥰",,,393zuzias,2024-04
5,"Super delicious food, great atmosphere 
The waiter Kuba really knows what to recommend 
The best restaurant in all of Gdańsk😊😊😊😊😊👍😊🖤🖤🖤",Super delicious food,,,karinalK5336WX,2024-04
5,"Billys Restaurant offers not only excellent dishes for lunch and dinner, but also exceptionally tasty breakfasts. Their breakfast menu is varied and full of fresh products, which makes every breakfast a real pleasure for the palate. Thank you Billys for a wonderful breakfast and excellent service, special thanks to Mr. Jakub for fast and professional service.",A perfect place for a business breakfast,,,819agan,2024-04
5,"Great food and very nice service, especially Mrs. Helena. She took care of our comfort and made sure we didn't lack anything. I recommend!!",Food and service,,,zuzannak917,2024-04
5,"Everything was very tasty, the burger cutlet was perfectly fried and the fries were crispy.
The waiter Kuba's service was at the highest level, he gave excellent advice when choosing a drink.",I recommend,,,336mateuszt,2024-04
5,"We had a lovely afternoon in the warm sunny table by the window, enjoy the beers and snacks available. Jacob was very helpful and friendly, keeping our drinks topped up and allowing us to take our time choosing snacks over a few hours, he was an excellent waiter and made our experience here very enjoyable.",Delicious snacks in a lovely locations,,,lucindam861,2024-04
5,"Very nice and attentive service by Kuba
Food also very good,  excellent location with the best view in Gdansk       
Dedinitelu suggested fir nica afternoon/evening",Very nice service,,,646aneter,2024-04
5,"It was my first time in this restaurant.  I really liked the Coco Jumbo breakfast, everything was prepared with high quality and delicious.  I was served by the waitress Olga, a very sweet and pleasant girl, a professional in her field:)",a paradise for the palate,,,P897EHannav,2024-04
4,"Tasty meal, good location facing the water. Our waitress Helene was friendly and efficient. During our stay in Gdansk and Sopot we spotted other Billy's restaurants but didn't visit them.","Worth visiting, really nice location on the deck","Helsinki, Finland",Helsinki,niinaa2024,2024-04
5,I’m from Greece so I know about good food and hospitality. Food in Billy’s is excellent. But hospitality is awesome. And has a beautiful smile in a beautiful face. And one name: Nicole!,Perfect!,,,I7773MY_,2024-04
5,"Delicious food. American style. You can also eat grilled trout, so it's not just typically American. Nicola was a super great waitress.",Any time,"Bremerhaven, Germany",Bremerhaven,561patricks,2024-04
5,"Very good and nicely presented food, nice and pleasant atmosphere and great service committed to their work. Laura, thank you for your service.",Restaurant and service for YES,,,DayTrip05927566600,2024-04
5,From the moment you walk in you know you’ve made the right choice. Kuba was my waiter and was perfect never let my glass empty he took time to explained the menu. Food service was fast with a great atmosphere!,How dinning should be:),,,jonathanwT764RF,2024-04
5,"Very good service. Thank you Kuba!! Very good food. Everything was great! Good location for free.
Nice atmosphere. I recommend!",I recommend,,,R5617LYjacekb,2024-04
5,"Delicious food, very nice service from Mr. Jakub. I recommend visiting the restaurant.
The restaurant is located in a great place.",Great restaurant,,,arturbF5350YT,2024-04
5,Kuba is the nicest and the most professional waiter who has recommended us the great food choice. The dish was tasty and served quickly :),Very positive,,,dawidkX4050MO,2024-04
5,Everything great as always! More positive and nice waiters like Kuba. We will definitely come back ;)!!!!!!!!!!!!,Amazing!,,,j_drzeju2024,2024-04
5,"Kuba our waiter was excellent and took time to explain the menu (my son is dairy free).
Food arrived quickly, restaurant very clean and a great spot to sit by the river.",Good brunch spot by the river,,,michellewO7276IO,2024-04
5,"During our weekend stay in Gdańsk, we had the pleasure of visiting Billy's restaurant and I would like to share our experience. The first thing that impressed us was that we were welcomed with our dog, which, unfortunately, is not always possible in other places. The waiters were very polite and got us a table out of the way, which was especially nice considering the restaurant was packed and people were standing in line waiting to be seated. we appreciated the fact that the staff took care of our comfort so that our dog did not disturb other guests. We cannot have any objections to the waiter himself, Piotr, who served us. His professionalism, smile on his face and willingness to talk made us feel really welcome. We understand how difficult it can be to serve guests in a full restaurant, but Piotr still took the time to take care of us and make sure everything was OK. As a former waiter, I appreciate the difficult job that restaurant staff do, and Piotr was an excellent an example of professionalism and a positive approach to work. Thanks to him, our visit to Billy's Restaurant was exceptionally pleasant and I am happy to recommend this place and Piotr 
As for food, my wife and I ordered two California steaks, and I must say that we were delighted with their taste. The meat was perfectly prepared - juicy inside, with delicate spices that gave it a unique taste. It was a real feast for the palate, and the dish perfectly matched the atmosphere of the restaurant. I highly recommend this choice to anyone visiting Billy's Restaurant.",Professional service and delicious food,,,422tomaszp,2024-04
5,"Greetings to waitress Maje! Great service, delicious food and beautiful decor of the restaurant :) we will definitely come back here for Ohio steak!",Ohio steak,,,B658XPmartinz,2024-04
5,"The ribs are first class, there should be a double portion!, and Mrs. Olga understands the customer's needs (beer). I will come back here again.",Cossack dinner,,,840micha_b,2024-04
1,"Very dissatisfied. Absolutely nothing special. Mediocre burgers, boring hard and unsalted fries. Ordered a burger with bluecheese but there was no bluecheese flavor at all. It was so tasteless, unsalted and so boring. Well fried and quite juicy though. But how difficult can it be, maybe some spices or a quality cheese that tastes something? The barbecue sauce as a side dish in a cup was the only thing that tasted of anything, guess it wasn't their own. No response at all other than a shrug when I complained that my burger didn't taste like anything. If you don't care about feedback that you give directly on the spot to the staff, then you can write here. Absolutely the only and last time for us!",Not worth the money. Tasteless burgers for tourists,"Gothenburg, Sweden",Gothenburg,Lodbrok414,2024-04
5,"Great place, delicious food, especially Ohio steaks with blue cheese sauce, tartare, ribs and shrimp soup. We were served by Mrs. Nikola, I highly recommend it :)",Delicious food,,,bartekbZ6473GH,2024-03
5,"Very tasty food and very nice service by Mrs. Helena. The restaurant is in a very nice place, right next to the water",Breakfast,,,G3616QSmicha_l,2024-03
5,"Food ok as always
 This is my next visit. Waitress Klaudia sssuperr service. Nice and approachable. Served aesthetically and freshly. The atmosphere is relaxed and you can eat and relax in a nice and casual way.",Positive,,,piotrdP4985TJ,2024-03
5,"We had a very good dinner with friends at at Billy’s. Good and tasty food, and very good service from Nicole. If you want a good juice steak, visit Billy’s.",Good food and excellent service,,,janoveh512,2024-03
5,"Serving was very good, Nicol was very helpful to chose food and drink. Good English speaking and very god serving . She was very nice .",Nicol,,,danielbC88SI,2024-03
4,"Our waitress Nicole was awesome! Friendly, informative and last, but not least, very good English speaker (what helps a lot when one can't speak Polish).
#kudosfornicole","Nicole, the best waitress so far.",Norway,Norway,karina_an,2024-03
5,"Good food, superb drinks and excellent service by our waitress Klaudia! Fore sure worth a visit, when in Gdansk, highly reccomend!",Great place!,,,karolinek836,2024-03
5,"Our waitress Jagoda was lovely and very helpful. The food was delicious, there’s definitely something for everyone. We will be visiting again :)",Lovely place,,,victoriasP7012RZ,2024-03
5,Outstanding customer experience! Jagoda took care of us better than my parents did ! Amazing staff member 😊 And the food was great as well 😊,"Happy stomach, happy evening!",,,danielkD7767ZF,2024-03
5,"great food, very nice service, great drinks and great atmosphere, Mrs. Olga is very nice, I highly recommend it, delicious ribs",Dinner,,,107sewerynp,2024-02
5,"Very nice service, Mrs. Olga is very nice!  I will definitely come back, delicious and served quickly. The desserts are delicious, as are the drinks",Dinner with friends,,,783amelkal,2024-02
5,Very tasty ribs and the Karmowski set with tenderloins. The service was also very good. Piotr is friendly and the service is efficient. We will definitely come back.,A place worth recommending,"Nordhorn, Germany",Nordhorn,iwonahasiaki,2024-03
5,"Wonderful Ambiente, warm in Winter cold in Summer, 

I Had the Porterhouse Steak. It was amazing.

The waitress Nicole was great

Loved it here, hope to go there again!",Wonderful,,,kevinkS8635VM,2024-03
5,"Adrian was the best waiter we had in the city. He was very polite and did a lovely job. Very good resurant also.
10/10 for me",Perfect,,,473henriku,2024-03
5,"Adrian was the best waitrer we ever had in the city.. he did a loveley job, i have never met a nicer person or waitrr in the world",ADRIAN,,,matheoeidek,2024-03
3,"Had breakfast here with my girlfriend. Bestilite eggs, bacon and sausage. The scrambled eggs were raw, so to speak.. but the rolls were very good. Our waiter David was incredibly nice.",Lunch,,,louisekM4662AZ,2024-03
5,"The Food was verry delicious and we got Great Tipps by the waiter (Michael). As well, he made some great Pictures of me and my Friends after we requested. :)",10/10,,,280finnk,2024-03
5,"Great food and a good waiter - Helene was our girl❣️ Great place, clean toilet and everything was top notch! Super cocktails too🍸🍸 Satisfied!",Good food and great cocktails🌿,"Elverum, Norway",Elverum,KarinaElverum,2024-03
5,"Delicious dishes, delicious drinks and very nice service from Mrs. Nikola. Colorado with pepper sauce is a real masterpiece. :) Thank you, we will definitely come back!",Proudly!,,,J8747WKmartal,2024-03
5,"Tastefull food and great service - thanks to our waitress Kinga!👍🏼
We visit Billy’s on a Saturday evening, and had booked in front. Lucky for us, because there were many peoples waiting outside…",Great Birthday!,,,GrandTour41939014524,2024-03
5,"Everything's great! great place, very very very tasty food, and the waitress Maja's service was reliable. We will definitely come back here and try the delicious buffalo wings again 😋",I recommend!!,,,monikacX2879IF,2024-03
5,The restaurant and meal was great and the waitress Nikola is so nice! I recommend this place :) We waited for our food around 30 mins.,Great food and service,,,joanna_X2751MC,2024-03
5,Great service from Mrs. Nadia :) I highly recommend it. We got our order quickly (approx. 20-30 min). We will definitely come back,Tasty food and very nice service,,,Roving19528484800,2024-03
5,"Greetings to the waitress Maja! Delicious food and reliable service, we will definitely come back here :) Spicy ribs are the best🙈",Lunch,,,angelikakA2708MU,2024-03
5,"Nice place for a casual meeting, good food, service (and here I mean Mr. Nikola) very positive, smiling and professional. We will definitely come back.","Good food, nice atmosphere",,,252asiam,2024-03
5,"Super nice place with nice staff. Good treatment and great food. Highly recommend Hamburger, currants and shrimp soup. Second time eating here and still just as good!",Good food and service,"Salvador, BA",Salvador,flaviav517,2024-03
5,It was an amazing place for a nice and calm dinner. Especially olea who was helping us out in the restaurant was very kind and was very calm and handling us in a very professional manner❤️ Would love to come here back again for some lunch or dinner❤️,The best❤️,,,ayyappanr2024,2024-03
5,"Nice, tasty appetizers, but the drink recommended by Mrs. Olga is awesome! Rose spritz... ideology. The atmosphere is cool, but we know that the first impression is made by the service, so Mrs. Olga is definitely a plus. We recommend :)",Rose spritz 😍,,,Trek07271543453,2024-03
5,"Mrs. Laura is the best waitress! Great restaurant, ok food, view from the highest shelf :)………………………………………….,,,,,,",I recommend,,,846jakubl,2024-03
5,"Good choice of food, service from Adrian was first class. Great option for a meal to cater for many tastes. 
We sat by the front window and although it was a cold night outside the heaters kept us warm and snug.",Great all round choice,"Cleckheaton, United Kingdom",Cleckheaton,CTDT,2024-03
5,"A delicious experience. Nicole greeted us with a smile at the entrance. The ribs and steak was the perfect choice. Billy's definitely doesn't lie, it moved us to a state of satiety and satisfaction",Excellent,,,310kamilw,2024-03
5,"I recommend it to all meat eaters;) delicious ribs :) very nice service. We were welcomed by the waitress Nicole ;) 
Thank you! We'll be there in a while :)",Perfect,,,134lidiaw,2024-03
5,Delicious omlet and granola. Waitress Natalia was really helpfull and friendly. Customer in this place is served as a true guest. Definately will Come back here same Day.,Excellent breakfast,,,ArekZ151,2024-03
5,Good food right next to the river with good service from Natalia would recommend if your with friends or family definetly give it a try,Good food and service,,,joemM1907AL,2024-03
5,"We went to Billys after hearing only good reviews and chose the one on Wyspa Spichrzów. Everyone enjoyed the food very much, the waitress Natalia recommended the steak - it was heavenly, I can honestly say that it was the best steak in my life :) my friend ordered ribs and was also very pleased. However, our wonderful waitress definitely deserves the greatest honor! He has great knowledge about the dishes and drinks he sells and does it with great passion. We haven't felt so taken care of in a restaurant for a long time and thanks to Mrs. Natalia, we are now regular guests of Billy's. Thank you again for the great service and best regards ❤️",The best service from waitress Natalia!,"Gdansk, Poland",Gdansk,884aleksandrao,2024-03
5,"My fiancé and I were at Billy's for dinner and we chose burgers, which were recommended to us by the lovely waitress Natalia, they were perfectly fried and juicy. Mrs. Natalia also recommended us great drinks, we recommend",Super,,,majasM6796ZK,2024-03
5,The food was very good. The staff encourages you with their smile. He can talk about food. He can advise.Adrian - perfect service,The food was very good. Adrian - perfect service,,,pawelkair,2024-03
5,"I recommend this place. Atmospheric decor, delicious food and short waiting time. Very nice service, Ms. Kinga, best regards.",Delicious burgers and ribs,"Bydgoszcz, Poland",Bydgoszcz,Przemo_922,2024-03
5,"This spot is absolutely fantastic, when it comes down to a chill night out in a cozy atmosphere. Especially the server Adrian was an amazing waiter and made the experience 10 times better. This is definitely a must try if you ever come to Gdansk.",The best place to eat in Gdansk,,,tristang827,2024-03
5,Very good food.  Served quickly and efficiently. Nice atmosphere.  Special appreciation for the smiling and competent Helena :),I highly recommend the place,,,U7589AFagnieszkaz,2024-03
4,"Helena is the best. Everything was excellent 🌸 very tasty food, perfect place to meet friends!!!",Esska,,,P7622OJanitac,2024-03
5,"We enjoyed the food. The atmosphere and the great service from Mr. Adrian. This was our first visit to this restaurant, we've been to many branches. Thank you so much Adrian 😁",Adrian 👍,,,188aymanz,2024-03
5,"Went here with my family & kids! Everything was delicious (ribs, trout, chicken wings) and pancakes for kids was greaaat!
Our server Adrian was very polite & nice!
I recommend! Thanks (:",Super!,,,976ilzeb,2024-03
5,"Amazing atmosphere, we had an awesome and attentive waiter Adrian.  Giving my best gratitude to the chefs, me and my boyfriend had steak ohio and a burger. Thank you!",Amazing place,,,_X1851SF,2024-03
5,"We went for breakfast and came back for dinner, really good food and service, we were served by Adrian who was very attentive.",Great food and service,"Scotland, United Kingdom",Scotland,harrywebster,2024-03
5,"Great breakfasts, very nice atmosphere and music! And very nice and professional service, especially Laura!! Worth recommending!",Very nice,,,filipjS6131CC,2024-03
5,Laura was very helpful... High level of service. We recommend it and we will come back to you again. Not only for breakfast....,Super !,,,Daydream61689063490,2024-03
5,"Thank you, Mrs. Laura, for your nice and courteous service. We will definitely come back here for breakfast next time - it was very tasty :)",Great Breakfast,,,T368YHbartoszs,2024-03
5,"I think you won't find better service than Helena, just like ribs anywhere.
Everything is at a very high level, or maybe even higher",Great,,,E396APigork,2024-03
5,"We were served by Olga. She's great waiteress. Nice, polite and very profesional service. Give her a rise 😅 I'm sure we'll be back",Olga's service,,,OlekG32,2024-03
5,"We were served by Alan, who was very professional and kind. The food was delicious! We had a great evening and highly recommend this place. 👍👍",Family dinner,,,weronika_474,2024-03
5,"I highly recommend visiting this place. Great atmospheric place, beautiful decor. Delicious food, ❤️‍🔥 service at a really high level. We felt taken care of by Mrs. Laure (whom we greet very much) all the time. It's rare to have a waiter nearby all the time and here it was, which was the biggest advantage 🤠 I will recommend it to others because the restaurant is one of the best ❤️‍🔥❤️‍🔥",delicious food),,,V9944AUalex_,2024-03
5,"Delicious breakfast! 
Laura was amazing. Fantastic service. Very attentive and lovely. Food was great. All in all great service would come again!",Laura at Billy’s. 5*,,,chloesS3813IF,2024-03
5,"Best of the best server. Natalia is a super nice girl. With super positive energy. This waitress is a treasure. If your boss or manager is watching this, congratulations on such a service.
Billy's nad Motlawa in Gdansk. I recommend",Nice place but the girl Natalia the best!,,,agnieszkasV1476ED,2024-02
5,"i had the rockefeller burger, it was very good and the restaurant has an enjoyable atmosphere , adrian was a good server.",enjoyable place,,,721selinal,2024-03
5,"Lovely location on the river 
Nice atmosphere spacious restaurant 
Our Waitiress Helene was great made sure we had everything we wanted ☺️",Diner style,"Dubai, United Arab Emirates",Dubai,carriec2016,2024-03
