rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,publishedDate
5,Very good food and drinks. Nice venue. Nice staff. Very good place for a Friday or Saturday with friends or larger group.,The top!,"Bromma, Sweden",Bromma,Curious43128195575,2024-02-02
5,"Everything was perfect. Respect to everyone, especially to Mateus.
Everything tasted good. Drinks and food very delicious. We would also like to thank the staff for providing a higher level of service. We would especially like to thank Mateusz. We will come to ""Whiskey in the Jar"" again.",M&M team from Ukraine,,,274maksimt,2024-02-01
5,"Fantastic service and food
Its a place with good people and very good food. The service is on point. Im happy everytime i going her to eat. Recommend the restaurant 🤌🏻

Paula my spicy girl gave me the best nickname. Great service👏🏻",Spicy boy,,,Trip61640592023,2024-02-01
5,"Thank you very much Paula! excellent service, they treated us quickly and carefully! The cuisine is very tasty, it's not the first time we've been here.",Paula,,,_I9573OX,2024-01-31
5,"Thanks to Simon W. our dinner went amazing. Great and fun service, food was super delicious - I got a steak and my husband ordered a humongous burger 🤪 great place to be.",Great dinner if you are craving a steak or a burger ;),,,dariam986,2024-01-29
5,"Amazon experience getting to cook our meet ourselves at the table! Klaudia was a great server!

Defiently coming back if we are ever in Gdansk again",Amazon experience getting to cook our meet ourselves at the table!,,,964kristianb,2024-01-29
5,"A very pleasant atmosphere, but it was all thanks to Szymon.W, a great guy with a professional approach and he didn't let the client approach him, bravo to him.",Szymon.W is the Boss,,,micha_sH7752II,2024-01-29
5,"Szymon is a great guy, I recommend it and if I could, I would take it permanently. Szymon W. will not write further due to the protection of personal data, he has set his position very high on my friends list.",Super great service,,,miko_ajg531,2024-01-29
5,"Szymon W. I will not write further due to the protection of personal data. A nice evening. Szymon W. I do not write anymore due to the protection of personal data rose to the challenge, my evening became better thanks to Szymon W. I do not write anymore due to the protection of personal data. Regards",Ok,,,_ukaszb891,2024-01-29
5,"Good fresh food and dessert
prime service from Paula (good recommendations)
would recommend and business meeting
will come back for sure",nice and tasty,,,922pawe_c,2024-01-29
5,"Whiskey In The Jar, as usual, did not disappoint. Delicious salmon served with truffle puree stole my heart. Great decor, delicious drinks and great service from Mrs. Klaudia. I highly recommend it :)",Recommended,,,299oliwias,2024-01-29
5,"Alas, super professional service! Everything was delicious, very good. As always, services at the highest level. Ala served us perfectly :)",Land,,,krzysztofdF5776CH,2024-01-28
5,"Delicious food, you have to wait about 20-30 minutes for it, great atmosphere, professional and friendly service, thanks to Ali 😊
I recommend it wholeheartedly",I recommend,,,R6071GOkarolinag,2024-01-28
5,"It was our first time at Whiskey on the Jar and it wasn't our last visit! From the moment we walked in the door, we were fully taken care of. Online menu in a convenient form, everything legible and clear. The lady serving our table, Natalia aka Kurczak ❤️, helped us choose drinks, and when taking the order, she assured us that she would explain everything (Rock'n'Steak order). Burger and steak of the highest quality, service at the highest level! Everything quickly, efficiently, without unnecessary questions. I recommend it to anyone who would like to try good quality meat in a nice place 🤩",Carnivores taken care of for 5+,"Biala Podlaska, Poland",Biala Podlaska,Compass30737743365,2024-01-28
5,"Great place, unique atmosphere and great food and drinks. Whiskey in the jar service at the best level. Great respect and thanks to Szymon S, who served our table. We will definitely come back there :)",The best!,,,nataliadM5604DI,2024-01-27
1,"Got completely raw steak when we ordered medium, the steak was full of meat and I almost couldn't eat it. When we complained, we were only told that we ordered medium rare. The waiter refused to give in and finally left. We ordered a 1200g tomahawk steak for over NOK 1000. Then we expect to be able to eat the food.",Bad service and food,"Gran Canaria, Spain",Gran Canaria,Flyer26082415939,2024-01-27
5,"We were a group of 6 friends, Piotrek and Eryk served us.
The guys' professionalism and their great sense of humor are something that cannot be repeated.
The food was brilliant, but the service was even better. 
If I had to come back just for the service, I will do it!!
Best regards, guys, 
Krysia and the corn team 😍",Krysia and the butt of the gang,,,krystynad635,2024-01-27
5,"It was delicious, very good service from Paula. We will definitely come back. We invite everyone because it's really worth it. I ate salmon with sweet potatoes and it was great.",Saturday afternoon,,,530arnoldk,2024-01-27
4,"Nice menu with many different drinks and lovely environment. 
The menu can be found digitally when you come to the bar.
Well worth a visit if you are in Gdansk.",Nice bar,"Akarp, Sweden",Akarp,Mawi74,2024-01-27
5,"Usually not my type of restaurant but I had a really nice experience! Mostly thanks to the amazing service we got from Piotr. I can just say that the meat was good, and then the food was nice as well ;)",6 years in Gdańsk and first time at this restaurant!,,,925sofies,2024-01-27
5,"Simon S was a great host. Made us feel very welcome and kept us laughing throughout! Would highly recommend! 

Great food, great beers. 😋",Simon S is the man!,"Canterbury, United Kingdom",Canterbury,rye2016,2024-01-27
5,"The bartender Sylwia is very nice! 
We sat down for drinks and were served quickly and efficiently. The drinks themselves are also great🥰
We recommend",Drinks,,,alinamK3113KJ,2024-01-26
5,"Delicious drinks at Sylwia's, pornstar martini is a firecracker, even without alcohol it tasted amazing, I had a great time, I highly recommend it",Sylwia,,,B9008YOnataliab,2024-01-25
5,"Another visit to Sylwia, we drank a few flavored vodka sours, the passion fruit and cherry made by this bartender are heavenly! We highly recommend it, and it will also work wonders for guests who don't drink alcohol!",Drinks at Sylwia's,,,Malgorzata1997,2024-01-25
5,"Paula does the best customer service we have ever seen! friendly, helpful, smiling, she made us feel at home! Well done Paula!",PAULA IS THE BEST,,,lukaszi2024,2024-01-24
5,"Amazing taste sensations :-P.
Great service by Mrs. Paula - we warmly greet her.
We will 100 percent come back!",Great birthday,,,jaroslawm251,2024-01-24
5,One of the best steaks i’ve ever had. Drinks are marvelous here. Paula was helpfull and very friendly. Will comeback!!!,Worth recommending,,,mateuszmN724HJ,2024-01-24
5,"It was the first time I ate a steak in a restaurant and I was not disappointed, the food was delicious, as were the drinks and the service, Mrs. Paula served us and was very nice",Great food great drink and great service,,,Guide03761153796,2024-01-24
5,"A place often chosen for a family dinner, delicious burgers and drinks, also non-alcoholic 😊 The service is always caring and helpful, I especially greet the waitress Paula 😊",Whisky the jar,,,P5554NOmartaf,2024-01-24
5,"Everything is great as always 😀
Great food, atmosphere and service people 👌👌👌
Best regards, Mrs. Paula 😉",Happy birthday 🤗,,,piotrsS8613TA,2024-01-24
5,"Very good restaurant. Food great. The drinks are not only tasty but also pretty. The waiter Piotr, very helpful and nice, gives great advice. We recommend.",Whiskey Gdańsk for five stars 😀,,,J3745UBszymons,2024-01-21
5,"The staff is knowledgeable about the menu (they can give good advice - Paula!) both about food and alcohol (whiskey). Rocker atmosphere, but not intrusive - you can talk freely without shouting over each other. The food was very tasty and nicely presented, and very efficiently.",The last dance,,,adamrS9159FJ,2024-01-21
5,"Perfect 😃 came in December, loved it so much, had a spontaneous trip to treat the child for his birthday 😍",Perfect,"Derbyshire, United Kingdom",Derbyshire,Josephineblack1976,2024-01-20
5,"Amazing drinks, amazing service. Live music and great food. You cannot ask for more. Our server Paula did such a great job! Thank you so much! Cannot wait to come back :)",Perfect evening in Gdansk,,,phoebeb236,2024-01-18
5,"! The food was delicious, as were the drinks, great service - Mrs. Paula is a very nice person ☺️ we definitely recommend it and we will definitely come back!",We recommend!,,,161weronikak,2024-01-18
4,"Great food and amazing customer service. 
The location is really convenient, by the river Motława. The waiting time for ordered dishes is short. ",A good place to take a bite in an extraordinary scenery.,,,tomekt642,2024-01-17
2,"We had dinner a few days ago, the food was tasty, the roast beef steak was well-done, unfortunately I subtract stars for the service. Arrogant and obviously not happy with her job. We probably won't come back.",Good and bad,"Zakopane, Poland",Zakopane,anitkam2018,2024-01-15
1,Was at this restaurant today and it is the worst experience I have ever had with a waiter. Was bullied by the waiter and couldn't finish my food because I was so sick of the mean comments this waiter made to me.,Horrible waiter,,,Lizzari,2024-01-13
5,Had some drinks with friends and got well taken care of by Ala! Gold star for her and her excellent customerservice 👏⭐️,Super nice,,,Lindblom1993,2024-01-13
4,"Nice and warm welcome when you arrive. No menus as you had to scan a code and look at it online. As my phone was almost out of battery, I found this an inconvenience and would have preferred a paper menu. Server was very friendly and the food tasty if a little on the expensive side. Live music was a nice touch.",Live music and a nice atmosphere.,"Manchester, United Kingdom",Manchester,GlobeyWales,2024-01-11
5,"Came here after a recommendation from a friend and it didn’t disappoint. The atmosphere was relaxed, staff super friendly, service prompt and food was perfect. Would definitely come again.",Perfect,"England, United Kingdom",England,Elbee9595,2024-01-08
5,"The food is perfect as always, burgers just as I like them, Mr. Szymon W. The right person in the right place ;-)",mega burgery:-),,,oriont2024,2024-01-07
5,"Eating here is an extraordinary culinary adventure. Delicious meat, appetizers, side dishes, everything. Mr. Piotr the waiter provided great service and a great atmosphere. 
We highly recommend it",I recommend,,,Road13100687172,2024-01-07
5,Lovely food in stylish premises. Very welcoming staff. Fast service. Good recommendations for both food and drink..,Recommended!,"Western Norway, Norway",Western Norway,Jean011982,2024-01-07
5,"Amazing stuff, very friendly and kind people, delicious food and drinks . Special thanks for bartender Sylwia - amazing woman which preparing you the best drinks ever,  sympathetic and very friendly, it was amazing time 31.12.2023 I highly recommend this restaurant ",Perfect,,,katarzynapV6605DJ,2024-01-07
5,"As always, delicious food and great service by Mr. Szymon S! Thank you very much and we will definitely come back :)",Quick and tasty!,,,71oliwiab,2024-01-06
5,"Absolutely amazing, the waiter Szymon S was so good, great service and food 10/10 the portions were too much for me personally but honestly worth the money and experience ",Amazing,,,FarAway29334691106,2024-01-06
5,"The service was fantastic as always, Szymon S. was a great waiter, positive and very helpful, the food was amazing as always ",Great visit,,,Sightseer18312114831,2024-01-06
5,We recommend! A unique place with delicious steaks. Paula provided professional advice and friendly service! :),A unique experience,"Torun, Poland",Torun,marta181198,2024-01-06
5,"The best burgers in Gdańsk! The service was equally wonderful, especially Paula, I recommend it to everyone wholeheartedly!!! ",Great atmosphere and delicious food,,,475weronikag,2024-01-06
5,"The best burgers in Gdańsk. Great atmosphere. Very nice staff, especially Mrs. Paula. I highly recommend it! :)","Great atmosphere, delicious food",,,micha_o596,2024-01-06
5,"Delicious food, great service. Everything is a plus. Greetings to the waiter, Szymon S. The right man in the right place 😄 I recommend it!",We recommend!,"Lomianki, Poland",Lomianki,464justynan,2024-01-06
2,"To start with it was difficult to catch a waiter so we could get a table, we found one who was on his phone and seemed lazy. 
The same waiter brought our food and spilled meat juice all over me. Just smiled and left. 
Then a female waiter came and asked how the food was. 
I told my fries were cold and her colleague had spilled bought juice all over me. She just said it had happened and she couldn't change it.  
Fritters: Soft and cold, not homemade 
Meat: Nicely tender 
Drinks: Nice and delicious 
Service: Poor",Delicious meat - cold fries - bad service,"Aarhus, Denmark",Aarhus,flemmingp2015,2024-01-06
5,"Very nice atmosphere, delicious burgers and of course.  In addition, the best service (Paula) ;) I will definitely come here again!",The best burgers!,,,G2955DVpiotrm,2024-01-05
5,"Nice atmosphere, great service (Paula). The country burger was delicious, served with a smile by the waitress. I am very pleased with my visit to Whiskey in the Jar.",Meeting at WITJ,"Gdansk, Poland",Gdansk,935karolf,2024-01-05
5,"Very good steak, good drinks. The food and drinks arrived quickly, even though the restaurant was full. Lovely service by the waiter Ala☺️",A good experience!,,,pernillef2024,2024-01-05
5,"We were seated promptly, even without a reservation on a Friday night. The service, especially from Natalia, was impeccable.  Enjoyed fantastic ribs, a fine pint of Murphy’s, and a delicious burger. The music added a nice touch, making our experience at this place truly enjoyable. 🍀✊🏼",One word. Awesome.,"Tabor, Czech Republic",Tabor,mkos2019,2024-01-05
5,My boyfriend and I enjoyed a wonderful dinner at this restaurant. We both loved the ribs and the big burger. I highly recommend it!,Ribs and burger,,,I4965IVlindas,2024-01-05
5,Perfect tomahawk steak and service from Paula. Really good place with really good food for casual peaople. Can fully recommend ;),Perfect steak,,,bartoszo2023,2024-01-04
5,"Great vibe with the waitress Paula, highly recommended, professional, cheerful; 
Presentation of cocktails with humor and at the highest level, the same with the delicious tomahawk that we ordered.
Everything is very positive, we will definitely come back ❤️",Date night,,,igad2022,2024-01-04
5,"The venue was great, drinks and food were awesome!  Paula our waitress was amazing took really great care of me and my friend. Made sure our glasses weren't empty for long had a great evening!",Great food and drinks!!,,,W8375OSrosiec,2024-01-04
4,"The food was incredibly good, good pieces of meat with side dishes.  Lots of fancy drinks. Recommend dry aged beef as it tasted smoked as well",Good food and drink,"Stavanger, Norway",Stavanger,KimHieu9,2024-01-04
5,"I had already been to the same place but in Wroclaw and we decided to go back to Gdansk too and it did not disappoint expectations. The restaurant is located along the river and is very characteristic inside, with attention to detail, the staff were very kind and despite it being very crowded the service was really fast. The burgers are plentiful and very scenic and overall very good, the bill is low, I will return on my next trip.",It never disappoints,"Cuneo, Italy",Cuneo,Geometra_falet,2024-01-02
5,"Very good and valuable experience. Meet was fresh, vibe was very cool. And shoutout to Mrs. Paula for top service :)",F&f meet,,,343albertl,2024-01-02
5,"We enjoyed here few delicious cocktails, but food looked also so good that we are coming back some day to eat also 😊 Thank you for bartender Kuba!",Greetings from Finland,"Kemi, Finland",Kemi,Nomad54166223067,2024-01-02
5,Very good service and s very good burger. Nice youthful wibe and nice location in old Town. Thank you Paula. Carola and Bengt from Sweden,Nice place,"Arvika, Sweden",Arvika,Road48330575472,2024-01-02
4,Amazing steaks served by Paula! Nice chill vibe with decent drinks. Absolutely worth a visit when you are in gdansk.,Best steaks and amazing service,,,A8902FWcassandrab,2024-01-02
5,"The waiter named Piotr is very competent, smiling and knows his job. Delicious food and drinks. :) ",Birthday,,,kamild2024,2024-01-02
5,"Fantastic and quick service. Kostas was very friendly and chatty person, made fabulous cocktails. We've visited Wisky in the jar twice as we really enjoyed the food and drinks. Definitely will get back there again when we visit Poland, Gdańsk. See you again 👌🏻☺️",Amazing food and drinks,"Prestwich, United Kingdom",Prestwich,agnesd1107,2024-01-01
5,The food is as good as the service!  Mr. Piotr took great care of us and made sure that the bday boy in our company had an unforgettable time.,Great experience,,,Getaway43877758100,2024-01-01
5,"I recommend it, Mr. Szymon, great service, delicious food, it's not the first time I've eaten there, I'm always delighted",great food,,,U1263CSklaudiak,2024-01-01
5,"A place with a great atmosphere, phenomenal steaks and strong drinks. The best place in Gdańsk to meet friends. Service at a very high level, which will cope with even ten difficult customers (greetings to Mr. Szymon S. Great job, man ;-)) A place to which I will definitely return and recommend it to others with sincere conscience.",Best place in the whole of Gdańsk!,,,przemys_awd2024,2024-01-01
5,Great service and quality of both food and drink. We were professionally served by Szymon S. He was great at advising on the choice and encouraging us to choose delicious dishes :),Great restaurant,,,X2757OZadams,2024-01-01
5,"Was here with the family and celebrated New Years. And was so happy with everything. Our Waitress Paula was amazing, she did everything for us..",New Year's Eve,"Västerås, Sweden",Västerås,Coastal721464,2023-12-31
5,"Excellent service, amazing food and very nice waiter Magda that provided excellent experience that made the evening ",Amazing,,,791vytautas_,2023-12-31
5,"I highly recommend this restaurant, delicious food and professional service. Piotr was a very nice waiter. We will definitely come back there again 😍",Spontaneous trip to Gdańsk,,,100grzegorzc,2023-12-31
5,"Realy nice experience. Our server Simon W was extremely attentive, nice and helpsome and made the visit worth while.
The food was excelent,  and the drinks where really nice. Recomend a visit.",Visit worth while,,,livvildef,2023-12-30
5,"Great atmosphere, delicious food, fantastic service, especially Mrs. Emilka, smiling with a lot of knowledge, professional!!!
We recommend making reservations in advance to avoid waiting for a long time.
An unforgettable atmosphere in the evening! ",Like in heaven,,,juliamN3289PH,2023-12-30
5,Very pleasant service and good food. The staff showed interest throughout our stay. Mrs. Emila served our group very well.,Great food,,,FarAway43499675105,2023-12-30
5,Very good food and great service by Mrs. Emilia. I highly recommend it to anyone looking for good food,Very good food,,,jonathanpA3484UC,2023-12-30
5,"A great place to spend a tasty evening in Gdańsk, pleasant music and atmosphere, and Mrs. Emilia was very helpful, advised and came over from time to time to ask if everything was OK, I recommend the Steak on the lava stone, very tasty",Great Steaks,,,marcelbQ6195PZ,2023-12-30
5,"Good atmosphere, good rock music, fantastic food, good drinks and excellent service from Eruk. His recommendations were excellent. Very satisfied",Recommended,,,lindalX4044OA,2023-12-29
5,"I highly recommend it! Delicious food and great service from Paula :) Despite the crowd, the food was delivered very quickly.",I recommend,,,E124HCgabrielan,2023-12-29
5,"Great food, we will definitely come back. Very nice place, perfect for food and drinks. Greetings to Ali, great service.",Great food and service,,,ameliak848,2023-12-29
5,"Great atmosphere, service by Mr. Piotr and food. A vegetarian dish can also be ordered. Delicious hot drink. Despite the long queue, the waiting time was short. An additional advantage was live music.",Ok,,,A6905FPjoannak,2023-12-29
5,"Great atmosphere, delicious drinks and even better food and wonderful service. Greetings to Szymon S who served us.",The best pub in Gdańsk,,,C6814MGigors,2023-12-28
1,"BAD SERVICE. RUDE STAFF. AVERAGE FOOD. TOURIST TRAP. 
Avoid being served by the tattooed, black haired woman that handles the 2nd floor. We arrived at the same time with a couple that sat beside us and our main course arrived by the time the other couple was leaving. We arrived at 19:00 and had the main course served at 20:21. I didn’t know what the waitress was thinking, but clearly, she wasn’t the brightest bulb on the Christmas tree.
The spicy chicken was quite cold when it reached our table, and so was the mini bucket of fries. The meat was okay. Would’ve been good if the resto could actually manage a large number of customers, so the waiters could do their tasks properly.  Rude staff and bad service is a bad combo.",RUDE STAFF. BAD SERVICE. AVERAGE FOOD,"Oslo, Norway",Oslo,LittleGlobeTrotter04,2023-12-28
5,"We had dinner with friends and we were delighted with the service provided by Mrs. Alicja. Wonderful knowledge of alcohol, delicious food. We will definitely come back and recommend it to everyone! ",Super zeberka i obsluga,,,marcingK379TS,2023-12-28
2,Even though we made a table reservation well in advance of our visit we were kept waiting for a long time along with about ten other customers upon arrival. None of the staff seemed to care about all the waiting customers. After a long while we were finally taken to a table upstairs where we were told to scan a QR code to access the menu. The food menu was offered in English but the drinks menu was available in Polish only. After placing our orders around ten past seven the drinks and starters were delivered shortly after but once we'd finished the starters nothing much happened. We tried to order more drinks while waiting for the main course but were rudely brushed off by a black haired heavily tattooed waitress who clearly didn't feel like interacting with her customers. Only later did she return to our table to take our drinks order. Then nothing happened again until an hour later when the rude waitress returned to inform us that they needed another four minutes before the main course would be ready. At this point in time my wife was ready to leave but about twenty minutes past eight the main course finally arrived. The steak fries along with the corn on the cob and the mushroom sauce were cold and my steak was over cooked given that I'd ordered it rare. Needless to say the visit was a disappointment. All in all the restaurant is a rather sad cliché pretending to be an American style place for poodle rockers and wannabe cool employees who seem to think that as long as they're dressed in all black and covered in tattoos anything goes. Do yourself a favour and visit one of the many other restaurants in Gdansk that actually offer good food and decent customer service. Whiskey in the jar is much overrated.,Bad customer service and a sad cliché,Europe,Europe,fantefisk,2023-12-28
5,"Already the third visit here. Great food, great service. Special thanks to Kostas! Reservation recommended (there was a queue even in December).",Always a good address for great food and good service,"Canton of Zurich, Switzerland",Canton of Zurich,MAG6700,2023-12-28
5,Very nice place. The food is delicious and the service is at the highest level. Greetings to the waitress Magda.,Best customer service ever :),,,Z3789AQtomaszs,2023-12-27
5,"Kostas - best barman ever, really enjoyed the service! Nice place, live music. Strongly recommended place. ",Great place,"Dubai, United Arab Emirates",Dubai,plyaric,2023-12-27
5,"Grear service, food was exelent. I highly recomend this place. I've ordere Jim beam burger and it was great. Drinks were also awesowe",Everything iI was expecting,,,Stay17347344390,2023-12-27
5,Szymons Was very nice and kind to us and the rock n stake was a different butt fun experience so If you are near one you need to trie it,Rock n steak,,,M8478AUalexanderk,2023-12-27
5,"Thank you Ali for the wonderful service! The top of the top place, the food and the atmosphere of this place are definitely a place to visit during your stay in Gdańsk! ",Ala Was amazing !,,,ewasP1843BM,2023-12-27
5,"Very very nice and delicious food and drinks. Nice service by Piotri, very service minded guy. Thank you! ",Perfect!,,,J1541GWisabellef,2023-12-27
5,"So good food,and best service, best, best best ,best, best ,best Beer, best meat, Best hamburger, best Drinks.......",Best service,"Stockholm, Sweden",Stockholm,Camper51524301781,2023-12-27
5,Thank you Mrs. Paulo for the great tips and brilliant service that made our evening so much more pleasant. The food was delicious. We will definitely come back someday,🙋🏻‍♂️,,,ewapV2388HS,2023-12-27
5,"Mrs. Magda is the best of the best! The restaurant is also ok 👍🏻 😂 if you want to eat ribs, eat a steak 🥩",Amazing,,,danielmJ5149AN,2023-12-27
5,I highly recommend the place. Mrs. Magda who served us was very helpful and smiling! Food delicious!,I recommend!,,,S636NTmonikas,2023-12-27
5,"Everything was great, delicious food and very nice service. Greetings to Mrs. Paula :) I recommend the restaurant to everyone",Super,,,U388IKsebastianc,2023-12-26
5,"We were in Gdańsk for a weekend in December, we visited Whiskey in the Jar on the recommendation of friends. We had seats at the bar and Sylwia took care of us. Jar in the sweater is interesting, generally nice staff and good drinks. It's worth stopping by. ","Sylwia, thank you",,,O1291XBaleksandrag,2023-12-24
5,"Delicious food, great drinks. Wonderful service, especially Paula, who takes great care of her guests :) I recommend it. A great place for a business meeting and going out with friends. ",Thanks,,,Dreamer09074487283,2023-12-21
5,"Great place with music and very nice staff :) I heartily recommend it to everyone, I recommend Mrs. Paula's service!",Night food,,,Adventure43856759731,2023-12-21
5,"The food was very delicious, and the table was served by a very nice Mrs. Paula. I recommend it wholeheartedly ",Business visit,,,angelikac77,2023-12-21
5,"Food and drinks first class 🤤 thank you Paula for the great service of our entire team 🥰 
The new interior design of the restaurant is refined ",Thank you,,,krzysztofjQ5117RA,2023-12-21
5,Great food and drinks. Paula was excellent in recommending and tailoring the delicacies I consumed to my taste. A very nice person with a passion for work. A very open and smiling girl. See you again soon ;),Meat,,,409andzejk,2023-12-21
5,"Great location, excellent service! Tasty burgers and wide selection of drinks! Special thanks to Paula! ",Top Burgers!,,,danielrD1764TA,2023-12-21
5,"Really great Food and drinks!
We will come back!
Paula is a really nice girl- great service!
Nice Cocktails and great steaks",Everything is perfect!,,,DayTrip42576915892,2023-12-21
5,Great restaurant for steaks and a good time. Excellent  service and Paula it's amazing ask for her :),Great restaurant with great service !!,,,Roam10100124287,2023-12-21
5,"Was a great place!  Magda was super , and gave as deliches foods and very good service! It was Great atmospher and love to come back🎊",Super place! Great music🎶,"Svelvik, Norway",Svelvik,linnmari75,2023-12-19
1,"You can't call it bad service - because it was no service!!
We entered and got a seat, were asked to scan a QR code for the menu card - we did so and made a decision about the food, but no one came and took the order, even though we tried to make it clear that we would like to would order. Well, but we chose to go again.",No service,"Nyborg, Denmark",Nyborg,929pias,2023-12-19
1,"Service is not available at this location!. Scan a QR CODE, and then you can just wait until the waitress bothers to look up.  She didn't mind when we were there, and had to go again. Worst service ever.. Because there is none!",Service does not exist.,"Ullerslev, Denmark",Ullerslev,Solstik,2023-12-19
5,"Super good food. Nice friendly and smiling staff. Greetings and I recommend Kostas, a nice bartender, the Ardbeg team is always on top :)",I recommend,,,darod200,2023-12-19
5,"Very good drinks from the bartender Sylwia, beautifully presented, the taste was perfect. Sylwia is nice, nice and cares about her guests. It was great spending time with her. We will definitely come back! We highly recommend this place, you must visit it
For Sylwia!",Sylwia is a firecracker,,,kvkv98,2023-12-18
4,Lively spot with great steak and hamburger options on the menu. Staff are attentive and service was great.,"Good music, spacious restaurant and good food","Belfast, United Kingdom",Belfast,louisefl55,2023-12-18
5,"The food is delicious, really worth the price. It is worth mentioning the great atmosphere in the place. The waiter Szymon S was wonderful, really great level of service and we also felt very well taken care of 🥰 I highly recommend it ❤️",I highly recommend :))),"Malbork, Poland",Malbork,Ziomq,2023-12-17
5,"Nice evening, very nice, professional waiter Szymon S. Tasty food. I recommend it!!!!
We will definitely come back ",I recommend,,,Dreamer29199298316,2023-12-17
5,"Delicious food, friendly service 
Great drinks in a great location 
I highly recommend it 😁😁😁
Unforgettable memories 
Harley and the Piranhas
Thanks to Ali",Delicious T-Bona,,,micha_bN6721UA,2023-12-16
5,"Great drinks, first class drinks, and the waitress Paula is very professional ;)
I will definitely visit again ",World class,,,tomaszbI4712VJ,2023-12-16
5,"The food was delicious, a delicious tartare and a steak that met all expectations. It wouldn't have made any sense if it weren't for the waitress Alicja, I haven't met such a professional, smiling and positive person for a long time. I must add the artistry of her knowledge of what she sells. To sum up the World Championship. I recommend",Great service and delicious food,,,Giroud00,2023-12-16
5,The food and drinks are delicious and prepared with care. Very atmospheric place. Mrs. Paula's service was very nice and friendly. Mrs. Paula advised us when choosing to best suit our tastes. I recommend!,I recommend!,,,85paulina_,2023-12-16
5,"Great food, quickly served, great service, thanks and greetings to the BEST WAITRESS Mrs. Klaudia🍔🥩🍟",bulb,,,H4981LEjuliar,2023-12-16
5,"We had a wonderful dinner here with our friends! Totally recommend the Jim Burger 🍔 

Thank you Paula & Mati",The best experience,"Gdansk, Poland",Gdansk,konrad978,2023-12-15
5,Great whiskey cocktails and good love music. Great service and drinks from Kostas. We had a sunset jar and an old fashioned jar,Great for drinks,"Welwyn Garden City, United Kingdom",Welwyn Garden City,Hunnitoft,2023-12-15
5,"What can I say another exceptional meal. Great ambiance, service was stunning and massive thanks to Piota ( hope I got the spelling right )",Just stunning yet again,,,MaxP2818,2023-12-14
5,Absolutely amazing. Simon S was our server for the night and he did a great job recommending what to try and was extremely helpful. The steak and ribs were perfectly cooked and the choice of drinks was unreal. Great value and definitely worth a visit.,Amazing food and service,,,connore932,2023-12-14
5,"Had lunch including starters, drinks, beers, and burgers. Everything was objectively excellent. 
Everything from the food to the drinks and atmosphere. All to a fair and decent price. I recommend going here on an empty stomach, as nothing you buy here won’t disappoint. 
Thanks, Natalia. M for good service. ",Arrived hungry for lunch. Left without wanting to touch food ever again.,,,konradn552,2023-12-14
5,"Good (and a lot!) food, fun and good drinks with unexpected flavor combinations.  We met an attentive and kind waitress-natalia m. Recommended.",Great place!,,,927britan,2023-12-14
5,Wow freaking incredible. We had a tomahawk between us and it was by far the BEST steak of my life.  Dominka was amazing and great service loved the place will defo be back. Was hubby's birthday and they gave him a trio of drinks. Honestly just go.,Incredible must go,,,O9399YVsonjab,2023-12-12
5,"Excellent food, large portions, great service from Simon S. We strongly recommend! They also have a cool robot that collects dirty dishes and looks awesome. Greetings from Norway",Amazing food,,,811eldbj_rgs,2023-12-10
5,Bartek took care of us like a real bartender. Chapeu bas. We will definitely come back here in the future. Highly recommend.,Best experience in the bar,,,Maps08214505247,2023-12-10
5,"I recommend this place. Delicious food, great atmosphere.  The service was great, especially Paula who served us. 10 out of 10!",10 out of 10!,,,576klaudias,2023-12-09
5,"We went for Sunday lunch to celebrate my dad's birthday. We were a group of 7 people and had a reservation. I recommend making a reservation in advance so as not to wait for a table. We sat next to a huge aquarium, which my 5-year-old daughter admired.  We were served by Mr. Szymon, who reminded me what great service is. He was smiling, gave great advice and we felt as if we had known each other for a long time and not seen each other for the first time. He made this dinner special. Of course, the food was also top notch. Starting from soup with meatballs, which my daughter ate, to steaks and burgers. The burgers are so big that we had no room for dessert. Mr. Szymon surprised my dad with a small birthday gift. It was very nice, thank you again. As the name suggests, the restaurant offers a wide selection of whiskeys, but the wine selection was surprising.  If the rather loud music doesn't bother you, it's a perfect place to meet over delicious food. I recommend it to everyone. ",Fantastic food and service,"Bialystok, Poland",Bialystok,dominikab1985,2023-12-08
4,"A very nice visit, the food was good, but the drinks were great, especially the Pornstar XXL, and finally the dessert, white chocolate mousse - very tasty. We were served by Eryk - smiling, helpful but not pushy, when we received a cold soup with a button he immediately replaced it with a hot one, really great service! The only minus... it was cold, we sat to the right of the entrance, we had to sit in sweatshirts and we still weren't very warm and honestly because of the cold we skipped more drinks and changed seats","Great service, good drinks","Gdansk, Poland",Gdansk,665kasian,2023-12-08
5,"I definitely recommend it, great food, decor, live music and service, thanks Bartek for the delicious drinks!",A good place to go out in the evening,,,T8740QFmicha_w,2023-12-08
5,"We had a great time there. I recommend to have a chat with the bartender Bartek, who recommends great drinks and serves at his best. Definitely coming back there! Had a little hangover, but thats my fault ;))",Great experience,,,835pietr,2023-12-08
5,"Great service, especially Paula 🤩 very good drinks/lemonades and a great atmosphere for meetings with friends",Great place!,,,Departure61977808134,2023-12-07
5,"Once again nice visit thanks to Paula.

Good meats music and drinks.
I repeat:
Good meats music and drinks.

I’ll be back.",yhm,,,mateom335,2023-12-07
