rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,publishedDate
1,"Terrible food and service, doesn't know nothing about food they serve. I do not recommended. Price too high for this poor quality ",Don't,,,534mateuszn,2017-08-12
5,We ate potatoes with a family of four. Everyone really liked them. Three cheese filling and broccoli\delicious mushroom filling. the family's ten year old couldn't finish the potato and the adults were more than full too.,damn good baked potato,"Tuusula, Finland",Tuusula,JarkkoK587,2017-08-11
4,"The place I return to. I can always count on eating tasty food. I love potatoes in all forms, and at Bar pod Rybą both baked potatoes and fried pancakes are delicious. I recommend it to everyone, because everyone will find something for themselves. ",For potato eaters and others.,,,kaska4466,2017-08-11
4,Good address among the many tourist establishments in the city. It's a patisserie but the dishes are hearty and tasty. On average 24 pln for a potato and 6 pln for a drink... a great place to eat cheaply!,A good address,"Wemmel, Belgium",Wemmel,cat_cat_1977,2017-08-10
1,"A place to avoid:
- fish soup a clear left over
- hot potato - avoid mexican mest mix
- potato cakes - too soft
- drinks brought without a sequence (beer served 20mins after other drinks snd meals)",Less than a week's worth of cuisine,"Brinchang, Malaysia",Brinchang,Kroczek,2017-08-10
4,"The restaurant is very centrally located, ideal for lunch while exploring the great old town of Gdansk. It is traditionally very well attended and specializes in potato dishes (baked potatoes with many different fillings, several potato pancake dishes). My potato pancake “gypsy style” was very tasty and incredibly cheap. I especially liked the super light potato dough and the fact that it wasn't soaked with oil. The salads that came with it were also tasty. The filling could have been a little more seasoned for my taste, but that's not for everyone and I always have something with me for additional seasoning. The service was a bit overwhelmed, but still attentive and friendly. When the weather is good, it's nice to sit on the terrace or on the street in front of the restaurant. ","Specializing in potato dishes, inexpensive and good","Wolfstein, Germany",Wolfstein,Wolschder,2017-08-09
5,"Two of us had dinner in this bar/restaurant in Gdansk trying the typical stuffed potatoes. The portions are decidedly generous and the prices accessible and in line with Polish ones. Friendly staff, a must try!",Stuffed potatoes,,,B836JHdanieleb,2017-08-08
5,Atmospheric place. Delicious potato pancake (perfectly baked and served) and baked potato with chanterelles. Large portions. When visiting Gdańsk you must eat here!!,Great food. I highly recommend it,,,radomirk2017,2017-08-05
1,"Two courses: cod with chips and salad - the cod is nothing special, but the sauerkraut salad!! stinking of old cloth, inedible. 
The second dish was Mexican-style potatoes - tasteless, overcooked potatoes, and Mexican ones probably only cause indigestion the next day. the only plus is good beer and location.",WE HIT WRONG,,,sebastian2334,2017-08-04
4,"8 of us ate at this place, their specialty is potatoes stuffed with various dishes. On the menu there are about forty different types of fillings, to be combined with a series of sauces.
The service was quite fast and everyone really liked the dishes.
The price is honest.
Definitely recommended.",Stuffed potato in Gdansk,"Udine, Italy",Udine,piopaa21,2017-08-04
5,"The potatoes are delicious, the prices are very good, the staff are really nice. I have nothing to say except that it's really great!",Perfect!,"Paris, France",Paris,loul686,2017-08-03
5,"A very good address, hearty and tasty dishes that will please French people passing through the region.
To recommend without hesitation!",Very good surprise,"Vatican City, Italy",Vatican City,76le_lac,2017-08-03
5,"Very nice place, but very crowded on weekends - you can make a reservation - a big plus.
The food is very tasty, I recommend pyra with gzik - Poznań style, or with spinach and egg - very good.
The service was nice and fast.
Prices are rather high - although this is the norm in Gdańsk.",I recommend!,"Gdansk, Poland",Gdansk,tacha76,2017-07-30
1,"We were waiting a long time for them to take our order. 
When we already ordered food and drinks, after a while the waitress comes and tells us that from that moment on we will have to wait 1 more hour. Very badly
If there are many people it is better to ask how long it will take. Although the potatoes looked really good.
Too bad",Appalling,,,rociol581,2017-07-29
4,"In a relaxed atmosphere, this is a place to eat potatoes in all sauces. The principle is simple, a large potato cut in half and garnished with different ingredients. It's very good, plentiful and that's a change. ",Original,"L'Isle-d'Abeau, France",L'Isle-d'Abeau,fr38,2017-07-28
4,We ordered potato pancakes with a filling of cheese and meat and got a proper plate with salad. Very good food at a very good price (18zln). Worth a visit!,Polish home cooking for a good price,,,LukasLind,2017-07-26
4,We have been here for dinner because a friend knew this place. We ate really good even if we had to wait pretty long for the dishes. Prices are really cheap for the big plates. Nice location and helpful staff (even if it's a little bit difficult to communicate with them in English),Delicious,"Modena, Italy",Modena,elisach31,2017-07-26
5,A tasty version of potato in 100 ways. Affordable prices (approx. PLN 20 per meal). A tasty potato for an affordable price,Good potato! ;),,,124_ukaszr,2017-07-23
3,"At the beginning it was told that the cooking could take 30 minutes. But why waiting so long with the beers?
The food tasted well although one plate was not as ordered.
A leson in service and accuracy would help I guess.
The pricing is reasonable.",Dinner at Pod Ryba,"Breda, The Netherlands",Breda,FarAway722431,2017-07-23
2,The food was very very average and the service as well. I didn't like it and wouldn't eat there again.,Very average food,,,763micha_n,2017-07-23
3,"We had a really delicious meal here: excellent baked potato with spinach and gorgonzola. 
Only: we had to wait almost an hour for the food to arrive (you had to ask twice) and no gorgonzola (with a sigh and a bang a bowl of sauce was placed down) and no knife (you had to ask twice). 
So you should definitely go here for the food, really good, but be alert and assertive if you really want to get your order and if you also want to receive all the ordered ingredients. Around me I saw that we were not the only ones who were annoyed. The only time in Gdansk that we only gave a tiny tip, because we all make mistakes, but they really shouldn't do that haughty attitude of the grumpy ponytail girls right now. We are friendly and polite, they are also friendly and polite, right?
So be armed, and then enjoy tasty and healthy food ;-)","Delicious food, clumsy and disinterested service","Rotterdam, The Netherlands",Rotterdam,599jck,2017-07-21
5,"Not only is the location great and prices are normal, but it's also delicious, relatively quick and nice. The only minus is the small selection of beer, but it's not a beer hall after all :)",Delicious,"Krakow, Poland",Krakow,juliasK943FI,2017-07-21
5,"Good service, lots and well prepared food! Recommend Karolina's potato pancake. Try their ruby ​​beer!",Great food!,"Eskilstuna, Sweden",Eskilstuna,830gabriellec,2017-07-17
5,"Great place! Located in the historical part of the city. The portions are simply enormous! Large selection of toppings and sauces for potatoes. Low prices! There is a summer terrace. The bar itself is very cozy, the staff is friendly! We recommend it to everyone!",Very tasty and filling!,"Minsk, Belarus",Minsk,Anastezzziya,2017-07-17
4,"The restaurant is located exactly in the center of Gdansk and the typical dish is stuffed potatoes. We had an excellent dinner as a couple. The typical dish consists of a papata (about 350 grams) filled with whatever you choose. There are many fillings, so there is something for all tastes (the filling varies from 150 to 300 grams). We spent around 18 euros for two stuffed potatoes, a half-liter beer and a water. The place is also very nice and characteristic (Pub-type atmosphere), and the service is very friendly. You can also request the menu in English.",Very good,"Piacenza, Italy",Piacenza,Gianga96,2017-07-16
1,"The food was good, but service really bad. One of us didn't have a meal delivered after half an hour waiting time. No apologies for next half an hour waiting and watching the rest eating. At the end the blond waitress disappeared with our bill and the change. Extremely unprofessional. ",Nice food but terrible service,"Oslo, Norway",Oslo,marcinp902,2017-07-16
5,"When I'm in Gdańsk, I always try to visit ""Bar pod Rybą"". They have been maintaining a high level for years. Potato with stuffing is their specialty. I recommend it! quality. There are at least a dozen versions, and you can also combine several types of cold or warm stuffing in one dish.","One potato, many possibilities","Bialystok, Poland",Bialystok,jolsen62,2017-07-15
3,"We waited a very long time for the beer to be served. 
Later, the wrong dish was served.
It was very good! Here's a plus. But... Partially cool. Both dishes. Maybe the herring is supposed to be like that, but not the chanterelles...
The potato with herring is average, it doesn't blow your mind, the herring is like Lisner's in cream, I expected it to be better than the one from the store.
The next table also mentioned something about a cold dish... 
At the end it was canceled for the wrong dish.
However, I recommend it because the service is nice, the prices are almost ok, it's a nice place.",Good food but...,Poland,Poland,D7272B,2017-07-14
5,"This is the first place we visit right after arriving in Tricity.
Personally, I am a guest who has been visiting this place for... a dozen or so years and the potato with gorgonzola cheese and bacon tastes just as good. 
Without this place, trips to Gdańsk would never be the same.
I highly recommend it.",I LOVE !!!,"Warsaw, Poland",Warsaw,kam_buk,2017-07-13
5,"Fantastic food! We checked the beginner's set, I recommend it. Additionally, nice service and good location. Standard prices for such potatoes - PLN 20-30 per portion",Great!,"Bibione, Italy",Bibione,michu_2017,2017-07-11
5,"The stuffed potatoes they specialise on was a surprise - really delicious and looks authentic (never saw a point of eating pizza, when you are travelling at, say, Poland). Highly recommend!",Surprisingly good,"Vilnius, Lithuania",Vilnius,680aleksandrc,2017-07-10
1,"EXTREMELY UNFRIENDLY AND RUDE female staff; did not make us feel welcome; jacket potatoes with fillings were nothing special. In general, food was really BAD QUALITY!",Bad quality food and rude staff were a real turn off.,"London, United Kingdom",London,nickyh953,2017-07-09
5,The food was really tasty. Such a 120-kilogram person is quite full.  The service of the place is normal Polish.,Try it and be positively surprised.,"Kotka, Finland",Kotka,298mikak,2017-07-09
5,"There's loads of ways they serve baked potatoes. We tried two, really good. Service is nice, good street garden too. Nice. ",Potatoes,"Krakow, Poland",Krakow,Dulbeb,2017-07-08
5,"It's not an elegant restaurant, but the food is really delicious :-) Great potatoes - always fresh and tasty additions. Service ok - no complaints.",delicious food,"Sopot, Poland",Sopot,K4136AGnataliak,2017-07-05
5,"We were in the “Pod Ryba” restaurant in January and it was very, very tasty. We both had a giant baked potato filled with different ingredients. It was just so cheap and so delicious! We would eat here again and again :)",Great food and good prices,,,StefanieP295,2017-07-05
5,"Found a tempting photo in Gdansk in your pocket booklet and we went. The first time there was no free table. So we decided that this is a good sign. Went for a cup of coffee and went back. This time we found a table. We ordered a baked potato and a potato pancake dish. Both were very good with reasonable price. Much nicer than an expensive restaurant. We had to go back a second time for we liked it much. Give it a try, you won't regret! ",Very good food!,Finland,Finland,mh_jp,2017-07-03
5,"Nice place, excellent service, good food: I ate a dish made up of various potatoes (cut in half and emptied) placed on the bottom of the plate, filled with various ingredients of my choice and seasoned with sauces.

It is located in Ulica Piwna, a street full of clubs. A few meters away is the Great Armoury.

Advised.",Potato-based dish,"Province of Bergamo, Italy",Province of Bergamo,andreabanjo,2017-07-02
3,"We went there based on the TripAdvisor rating and the location. The location is very good and the prices, considering such a good location, are very competitive.

When it comes to the taste of the dishes, we have no major reservations, except that the dish becomes too monotonous towards the end.

However, in the case of service, we were disappointed. The waitresses often made mistakes (and not only at our table). Every now and then they were running around explaining that someone had made a mistake with the sauce or that a key ingredient was missing in the ordered dish. In our case, when we ordered kvass, which according to the card was supposed to be 0.5L, we received 0.3L. Only when we asked why it was different from the one we ordered, the waitress explained that they did not have 0.5L kvass and only sold 0.3L. This information should be provided when placing an order, not after receiving an open bottle.","It's not bad, but there is a lot of room for improvement","Wroclaw, Poland",Wroclaw,mateuszkarwat,2017-07-01
5,You gotta like potatoes to go here. That's just because it's the only thing they serve. But it's really nice. And ridiculously cheap.,"Really, really nice potatoes. ","Utrechtse Heuvelrug, The Netherlands",Utrechtse Heuvelrug,ivovdgrift,2017-06-28
5,... and also a lot of vegetarian food available! Waitress nice. Prices were completely okay. Secret advice for a drink:  butter milk = sour milk,Food was very good,"Fulda, Germany",Fulda,timob454,2017-06-28
1,"I repeat, if they always work like this, then I don’t know why they give them positive reviews!!! We came, sat down... we sat, no one came up, we went to the toilet, took a beer ourselves... we studied it, I went up to the counter, asked for at least a beer, the girl said that she would come to us now... we sat for another ten minutes, bullshit...they got up and left. In short, I understand that the reviews are faked by relatives and purchased comrades! Sat opposite, prices are lower, service is better! And this eatery gets zero points!!!","If this is always the case, then the reviews are bought!","Minsk, Belarus",Minsk,Siarhei74,2017-06-28
5,"In this restaurant I recommend the baked potato, served in various ways.  I'm sure it's fresh and tasty.  And nicely presented.",A restaurant worth recommending.,"Debica, Poland",Debica,marekk136,2017-06-26
4,"Fantastic place where a combination of potatoes is served which together form a single dish filled with various ingredients of an excellent and plentiful choice, truly the best dish eaten in Gdansk and the surrounding area. Visited twice,
with excellent medium amber beer, service
we're talking about €10 each.
Optimal
Rating 8/9",Na potato...hot,"Milan, Italy",Milan,587paolom,2017-06-26
5,"Potatoes with salmon and tuna. Good and fulfilling. A local non-alcoholic bread drink, which tasted like a mixture of sima and homemade beer, was served as a side dish.

The total price is 63 zlotys, or about €15. Inexpensive.",Good and fulfilling,"Kuopio, Finland",Kuopio,Tsimi-Travels,2017-06-25
5,Small restaurant in Old Town. Restaurant's specials are baked potato halves with different salad topping. You can choose from about 25 types of salad or choose degustating option.,New type of comfort food,Latvia,Latvia,J8562CE_,2017-06-24
2,"We visited the restaurant. They ordered a baked potato with salmon, chicken and spinach - 3 different ones.  Nothing much. Besides, they forgot about us. They got it wrong. Well, it just didn't work out. Even the 10% discount didn't help as an apology...",Nothing much,"Prague, Czech Republic",Prague,vnarocna,2017-06-22
4,"Good food, good service and very cheap. The baked potatoes where very good and the amount of food for the price is great. The menu consists of baked potatoes with a lot variety. ",Great food and cheap,"Stjordal, Norway",Stjordal,robertbD6876JM,2017-06-22
3,"Original restaurant serving potatoes garnished with a very large choice of toppings and sauces. Service without a smile and without passion from young women who are only there to do their job. The price, rather high compared to what I'm starting to know about Poland: A Mexican potaeto and a pressure 38 zl (a little less than 10€ all the same). (That said I ate the same thing in the street in Valencia at the time of the Fallas)",Garnished Potatoes,"Vaucluse, France",Vaucluse,Pointfix,2017-06-19
5,"I highly recommend it, large portions and delicious baked potatoes <3, moderately priced, nice location, ok service",Proudly,,,cocolina_raspberry,2017-06-19
4,"The idea of ​​the place is baked potatoes covered with stuffing and poured with sauce.

 We ordered beef and chicken sets. Portions are large and nutritious, prices reasonable. You can try the taste, but it's not amazing. By the end of eating, the plate becomes mushy. 
The downside is the lack of portions for children.

The service was efficient despite the high occupancy of the room.
At first we found a wet sofa, but we were lucky to be able to change. The staff, informed about the wet sofa, ignored this fact, after all, the customers will dry it themselves :(",The fish bites the potato,"Lodz, Poland",Lodz,983mariuszw,2017-06-18
4,"Large selection of potatoes with a variety of fillings. The portions are huge, very filling. Located in the very center.",Polish-style crumbled potatoes,"Kostroma, Russia",Kostroma,Damarxxx,2017-06-18
2,"Atmospheric place. The menu is mainly based on baked potato days and potato pancakes. The dishes are not cheap in relation to their quality. There was only one toilet, and when I visited there was a constant queue and its appearance was terrible. To sum up, it's not worth it for the center of Gdańsk.",Poor at a high price.,"Debica, Poland",Debica,kasiak635,2017-06-18
4,"It was my second time at Bar pod rybką. This time I ate baked potato with pickled herring. It was delicious!!! Only the waiting time was a bit long... But there were really crowds there and the staff was rushing as fast as they could, so I forgive you;)",Baked potatoes first class :),,,magdalenaw422,2017-06-17
5,After doing the Gdansk Free walking tour in chilly February we were cold and damp and decided to pop into this place on the off chance. We were not disappointed. We were served a giant jacket potato rammed with fillings that was extremely tasty and Great value. Just what we needed to warm us up. Perfect.,Great lunch find,"Lincoln, United Kingdom",Lincoln,BrendanL75,2017-06-15
5,"We went to Bar Pod Ryba to have a good meal after 5h spent in a museum and by then, we were properly famished. So this choice was more than inspired since portions at this restaurant are not only delicious but also fairly large!
My boyfriend had herring filling accompanied with Kvas (the fermented drink from rye bread), I had pork and cabbage in a tomato sauce and a local beer. Both were excellent. Service was fast and friendly.
For this type of money in central Gdansk, this is very good value indeed.",Never had a better potato in my life!,"Brussels, Belgium",Brussels,sandrinetfr,2017-06-14
5,"Oh my god... the humble baked potato is the focus of this menu,and boy does it shine. I don't know what lab the get these potatoes from, but they are enormous! 

I had the pirate pork, which was almost a bigos stew on the potato, and my girlfriend had a taco potato, which was bacon,  garlic mayonnaise, cheese and chives. Both were spectacularly good, and so filling.

Come here, set up a tent and stay here, it is that good.","Unbelievably good value, delicious, simple food","Cork, Ireland",Cork,RedHood1,2017-06-10
4,"Good and cheap food. Friendly staff. Genius concept. I will be making my own from now on. Really worth a visit, in fact, I've been there twice in one week. ",Genius potatoes,"Groningen, The Netherlands",Groningen,407bertov,2017-06-10
5,"The idea of ​​a baked potato with various additions is brilliant.
My team and I were there three times and each time we liked a different potato.

The only thing that bothered me was that the crust was not baked enough and I couldn't always eat it ;)","The name is a bit strange, but the food is great","Rome, Italy",Rome,grzegorzp986,2017-06-05
3,"Bar pod rybą is a bar - there are no restaurant conditions there. The food is tasty and fresh, large portions, reasonably priced. The biggest downside is the service. It is immediately obvious that there are too few waitresses or that they are ""new"". Asked the same questions repeatedly, getting confused, one table served by four different people and no information about waiting times. We were there very late, the place was about 1/3 full and we had to wait less than an hour for two potatoes :(",Mixed feelings,"Marki, Poland",Marki,143martynad,2017-06-05
4,"Really big stuffed potatoes with plenty of filling. The men were able to eat theirs, but the portion is quite large for the woman. Really good and affordable, I recommend it.",Good and fulfilling,,,annamaijae,2017-06-02
4,"Great little potato restaurant, with lots of choice and varied sauces. Not too expensive either but at the same time they are potatoes. Maybe a small downside for me, a little too much sauce in the potato but that's a personal taste... I should have asked, I'm sure they would have responded to my request! To do because original.",Happy potatoes!,"Brussels, Belgium",Brussels,Alexchococ,2017-05-28
5,Had a baked potatoe with bacon and cheese and a beer. Good food and lots of it. Cosy place. Highly recommended.,Nice food for a good price,"Linköping, Sweden",Linköping,952rickardl,2017-05-26
5,"good place if you walked whole day and got very hungry. main dish there is potato, but there a lot of options for filing. Each of us tried different and all of them were tasty in its way. the place itself is rather cozy. Overall, i liked it and recommend",tasty & cheap & in the center,"Kyiv, Ukraine",Kyiv,OzymandiaA,2017-05-25
5,"Delicious! Potatoes in their skins with a variety of fillings - meat, fish, Mexican, etc. There is something for everyone - provided you like potatoes. The dishes are very attractively garnished - the eye eats with it. When the weather is nice you can eat on the terrace, and there are other tables in front of the restaurant.
Definitely highly recommended. Service friendly and quick",Excellent - potatoes with a difference,"Gilching, Germany",Gilching,Iwarda,2017-05-14
5,"Tasty, cozy, good service (in English) and a wide choice of baked potato fillings. Price very good for what you get.",Potato eaters,,,E3341UCmarkh,2017-05-09
3,"Really pleasant, warm and welcoming place. The menu includes exclusively stuffed potatoes. You choose the filling and accompanying sauce. We were there for two evenings.  The first one we had a herring stuffing with garlic sauce and one with chicken, both delicious! The second evening a potato with salmon, and a Mexican one that included meat. Unfortunately I didn't find a single piece of meat. Bad luck!? Spectacular red beer! Moderate price and friendly service. Absolutely worth trying!",Potato!,"Trezzo sull'Adda, Italy",Trezzo sull'Adda,Ottino1996,2017-05-07
4,"A good place for dinner in Gdańsk, baked potato with salmon is ok. Nothing great, but you won't regret going there to eat.",All right,,,moszep,2017-05-06
3,"I ate here a good potato with delicious bacon stuffing and sour milk. There could be a bit more stuffing. Unfortunately, the dill sauce served with the dish was tasteless. It was just sour yogurt with a light dose of imperceptible dried dill. The place is strange and confusing. The decor consists of a lot of trinkets not related to the place but more to the city, the name suggests serving fish and the bar specializes in potatoes in various ways. Choosing them is a big problem because there are so many types. The place does not have excessive prices, and the table is served by up to three waitresses, i.e. one serves the menu, another takes the order, another brings the cutlery, and the next serves the food. You have a full mish. The place is very hot and stuffy from the kitchen.",Strange place,"Radom, Poland",Radom,BTTOS,2017-05-04
3,"Food is quite good. Nice, cosy and cheap place. 
Music is terrible. Only 40 seats available. They got the other place nearby but without fish dishes in the menu.",Nothing fancy,"Krakow, Poland",Krakow,dsmnd,2017-05-04
4,"Delicious baked potatoes with stuffing! We haven't eaten such good ones anywhere! However, the waiting time for food and the level of service lowered our rating. The waitress forgot some of our orders three times, she was wrong. Moreover, I believe that the staff should manage the queue and seats, and not leave it to the guests because it would end in quarrels - during our visit, there were as many as 3 such situations, to which the waitresses threw up their hands and told them to ""resolve the matter among themselves"". Not very professional. The kvass wasn't as good as the kvass, the rest was ok. In general, we recommend going for the potato salad - as long as it's not in season ;)",Very good potatoes!,"Wroclaw, Poland",Wroclaw,alnama2019,2017-05-03
4,"Very good baked potatoes with various contents. Unfortunately, the downside is the waiting time, up to an hour.",Delicious food,Poland,Poland,Zythar,2017-05-02
4,"It is quite decent bar with good food. Clean and nice interior but tables are too close each other so if you want to talk privately it is not a good place. Food is plane and tasty, fish or potato pie very tasty. You do not have to wait long for your meal. It is good place for  dinner.",If you want to eat tasty food without waiting too long,"Gdansk, Poland",Gdansk,IzaU2013,2017-05-02
5,"We were there twice. Everything is very comfortably furnished. The potatoes with the various fillings and sauces are simply amazing. The next day we tried the potato pancakes. Also very tasty. Service was great. Prices unbeatable.  We spent around €11 per person with food and two large beers on both evenings.  
100% recommended  ",Yummy,"Mainz, Germany",Mainz,Karamellhase,2017-05-02
5,"Very nice and pleasant service, nice place, not expensive but very tasty. Potato pancakes are large and filling :) very good potatoes. I recommend ",Potato pancakes and potatoes - heaven in your mouth,,,karolinab306,2017-05-01
4,"Solid portions of tasty food. From traditional polish to other more fancy ones (veg, meat, shrimp you name it they have it).
Grilled fresh, served hot. 
In high season prepare to wait for a fee table. 
Hot tea with fruit is beyond delicious.",Million ways with potato,"Gdansk, Poland",Gdansk,martabZ3672KM,2017-04-30
5,"Very pleasant atmosphere, original interior design, friendly and professional service. The ordered food was as described, very large portions. We chose the soup of the day - żurek, potato with Mexican beef and tzatziki. The meat dish includes large pieces of meat, well seasoned, lots of spices. The food was served quickly and efficiently. 
I recommend!",Great lunch,,,967maciejw,2017-04-30
2,"We ordered soup, potato and potato pancakes. The main courses were edible, nicely presented, I didn't get the soup, minus for misleading the customer, the drink capacity on the menu is different and in reality you get 200 ml in a mini glass. ",2/5,"Chrzanow, Poland",Chrzanow,93andrzejz,2017-04-29
5,Cozy place with charming interior. Baked potatoes were served here with lots of different fillings and sauces. Very good and very generous portions. Good and cheap Polish beer. Definitely a favorite! Do NOT miss this place if you visit Gdansk.,For us!,"Oskarshamn, Sweden",Oskarshamn,solochbadOskarshamn,2017-04-28
2,"I wasn't impressed with the potato pancakes. Too much flour, tasteless and not crispy at all. Chanterelle sauce is sometimes better from a bag.",Lunch.,,,ma_gorzatas504,2017-04-28
5,"I recommend! Delicious food for a really low price (compared to other places in Gdańsk).

Finger-licking potatoes! 
I also ate potato pancakes with salmon - I didn't like them much.

Plus delicious mulled beer. 

I recommend!",Delicious and cheap!,,,martasR5555BV,2017-04-26
3,"Cozy place in the center of Gdansk. Very hot. Menu based on potatoes accompanied by various combinations of condiments presented on the same plate. The menu in English indicates dishes suitable for vegetarians 🍃 and spicy ones 🌶. Everything well explained. Nutritious dish, a bit particular, worth trying. It offers regional and imported beers. Average prices for the place. Fast service. Advised. ",Trip to Gdansk,"Bolzano, Italy",Bolzano,FiorenzaM327,2017-04-24
4,Baked Potato Deluxe! Found in many different variations and got a list of allergy content however in Polish but which we compared with the Polish menu and then English. The tzatziki and garlic sauce is a must for the garlic lover,Satisfying and gluten-free,"Norrkoping, Sweden",Norrkoping,saracE5175FI,2017-04-24
3,"Custome service in this place could be better and amount of the sauce was too much. Size of the meal was really big, so there is no chance that you will leave there hungry. Idea of the restaurant is clever though and food was good. For vegetarian there was much choices to pick. ",Worth to try!,"Helsinki, Finland",Helsinki,suvikarlsson,2017-04-23
4,"It is a small restaurant in the center of Gdansk. Its star dish is the potatoes cooked open and stuffed with multiple options. I tried the Mexican one and it was great, but what I liked the most was the soup, as is tradition in these parts, the soups are hearty. and very good as always, everything very economical and well served. Advisable",Very interesting what they do with the potato,"Valladolid, Spain",Valladolid,ValladolidFone,2017-04-22
5,"We went to eat there because I remembered reading good reviews on TripAdvisor, however I did not remember what food it was served there. It was a small fun place that served potatoes with different fillings. They looked huge ! We had four different things on the table and all looked and tasted great , definitely worth trying:) ",Fun !,,,DelawareMom123,2017-04-21
5,"Excellent potato pancakes. Fresh fish. Stuffed potatoes are wonderful. Large portions. Reasonable prices. Professional and competent service. Cozy decor. Next time we visit Gdańsk, we go there blindly.",Proudly!,"Krakow, Poland",Krakow,pac-man_and_julian,2017-04-20
5,Tasty. Huge portions :). Nice service. Full house. Both the fish and the potato were super tasty and both portions were very generous.  We recommend,I recommend this restaurant.,"Opole, Poland",Opole,568jacekk,2017-04-19
4,"The food is tasty, large portions and at a reasonable price. This is not a place where I would go for a fancy dinner, but lunch during the trip is definitely possible. Remember that there are not many fish here.",It's no surprise that the room was full,"Katowice, Poland",Katowice,szperator,2017-04-15
4,Very varied potato menu. Various toppings and sauce to choose from. We took it with gorgonzola and champignons. I liked both. Prices are reasonable. The service is good.,Paradise for potato lovers!,"Kaliningrad, Russia",Kaliningrad,N1452PF_,2017-04-13
4,"Anyone who misinterprets the name and expects a menu full of fish will be a little surprised - the menu is dominated by baked potatoes and potato pancakes in dozens of varieties. The dishes are tasty, have a distinct taste, not too big and not too small. Even though the room is full, you don't have to wait long and the prices are more than acceptable for this location.
The decor is interesting, although not very memorable. Very nice service, smiling, natural in behavior. A good place for a one-time visit, fans of their signature dish will probably come back here.",Baked potatoes pod Rybą,"Gdansk, Poland",Gdansk,BearFT,2017-04-11
5,"Plenty, tasty and very good food. Full of fear of unusual flavors, we were pleasantly surprised. The service was very nice and friendly;) and the prices were very reasonable",Brilliant,,,951dfgsl_,2017-04-10
5,"If you love potatoes, and I do, this is the place to come. Our party of 4 all enjoyed our meals - 2 of us had jacket potatoes ( they call them roast) and 2 had potato cakes with various fillings. We came here twice on a 5 day visit, and given the choice and quality of food in Gdansk that is a positive testimony. Also stock an excellent range of tasty beers, at excellent prices. We also had very good service on both occasions. ",Potato Heaven,"Sheffield, United Kingdom",Sheffield,greenhillowl,2017-04-10
3,"Strange place. On the one hand, an interesting interior, a large selection of beer (by the way, it is not on the menu), low prices for the old city, friendly waitresses... BUT! There are only potatoes on the menu. There aren’t even salads(((It looks like this: on a platter, 2 potatoes are cut in half, on which some kind of mishmash is laid out (of your choice). It tastes like a mishmash. It’s nutritious, but I wouldn’t eat it a second time. I gladly went I would visit this establishment again if there was more variety in the dishes.",Potato restaurant,"Kaliningrad, Russia",Kaliningrad,Agata3_39,2017-04-09
5,"After a lunch here you need no more food for a day! Really tasty and BIG
Waited for a while but ok, good beer and good service",Great food,,,Barbr0N,2017-04-07
3,Big potato with broccoli and mushrooms was very delicous but the staff was very unfriendly and the service really slow. Our ice cream took like 20 minutes and the waitress ignored us many times. I recommend to try this unique potato food but be prepared to wait for the service.,Delicious food but unfriendly staff,"Tallinn, Estonia",Tallinn,RosaliinaF,2017-04-05
4,"Had lunch with friends in this fabulous little place in the center of Gdansk.
Potatoes cooked and filled in an original and tasty way, in particular the potato with salmon and herbs.
Wide choice of side dishes, freshness of the product and flavour.
Very helpful and friendly staff.
A great place to eat in Gdansk!
Excellent beers and atmosphere.
Wonderful!!",SPECTACULAR POTATO,,,631dadoc,2017-04-02
1,Long waiting time and the waitress got the order wrong. Food of poor quality. Gorgonzola cheese in a potato was never even next to gorgonzola (cheap yellow cheese). We do not recommend it,It couldn't be worse,,,298antoninak,2017-04-02
5,"Absolutely loved the food, just took over 1.5 hours to get served for mains and dessert. Don't come here if you're in a rush but definitely worth a trip sometime. ",Great food but slow service,"Hong Kong, China",Hong Kong,aaronchung,2017-04-02
5,"This restaurant was very handy for our hotel and is off the main square in Gdansk so no pushy sales people trying to get you inside. 

So good we went twice. The first evening we had potato pancakes and the second visit was for jacket/baked potatoes at lunchtime. Good sized portions, great value and the staff were very pleasant too.

If you like beer try the Kozlak (amber) and the Grand (stout) as they are superb!
",Potato heaven!,"Derby, United Kingdom",Derby,RealHoltyboy,2017-04-01
4,"Well maintained location, welcoming staff. The dishes in the photo are absolutely worth trying, I recommend the one with salmon and the Mexican. Speed ​​and quality in food.
Very quiet place, great prices.. ",Must try,"Zelo Surrigone, Italy",Zelo Surrigone,LotitoAlessandro,2017-03-31
5,"During our 3-day stay in Gdansk, we visited this place three times. There were four of us with three small dogs. The service was very nice, none of them had any problems with animals. Despite the lack of space, the lady followed us outside and offered us a ""hidden"" room :) the food was very tasty, the stuffed potatoes were delicious. When I'm in Gdansk, I will 100% come back.","Very nice service, the best potatoes",,,justynak20,2017-03-30
4,The potato tasted very good! The waiter was friendly but she had trouble with the English language. The dish was there very fast.,Best potato in town,,,85Rick85,2017-03-28
5,"Lunch for two.
In this restaurant, potatoes are the basis of the menu, presented with different condiments.
The portions are very generous, good food. We accompanied the potatoes with kefir... and it didn't help to lighten the enormous portions! 
Recommended to try something different and for those who are hungry",Not suitable for diet,,,fwancesca,2017-03-25
